,Progress,Duration (in seconds),Finished,Q1,Q2,Q4,Unnamed: 22,Q8,Q10,Q11,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q3_Male,Q3_Non-binary / Other,Q3_Prefer not to say,Q5_Asian,"Q5_Asian,Other",Q5_Black or African American,"Q5_Black or African American,American Indian or Alaska Native","Q5_Black or African American,American Indian or Alaska Native,Other","Q5_Black or African American,Hispanic or Latino/a","Q5_Black or African American,Native Hawaiian or Pacific Islander",Q5_Hispanic or Latino/a,"Q5_Hispanic or Latino/a,American Indian or Alaska Native","Q5_Hispanic or Latino/a,Asian",Q5_Native Hawaiian or Pacific Islander,Q5_Other,Q5_White,"Q5_White,American Indian or Alaska Native","Q5_White,Asian","Q5_White,Black or African American","Q5_White,Black or African American,American Indian or Alaska Native","Q5_White,Black or African American,Hispanic or Latino/a","Q5_White,Hispanic or Latino/a","Q5_White,Hispanic or Latino/a,Asian,Native Hawaiian or Pacific Islander","Q5_White,Native Hawaiian or Pacific Islander",Q6_Buddhism,Q6_Catholic,Q6_Hinduism,Q6_Islam,Q6_Judaism,Q6_Other,Q6_Protestant / Other Christian Denomination,Q7_4 year degree,Q7_Doctorate,Q7_High school graduate / GED,Q7_Less than High School,Q7_Professional degree,Q7_Some college,Q9_Independent,Q9_Other third party,Q9_Republican,Q12_Kamala Harris,Q12_Other,Q20
18,100,78,True,14.0,4.0,1.0,,3.0,2.0,0.0,1.0,2.0,2.0,1.0,Social Media,Today was the best option for my schedule,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0
19,100,127,True,15.0,2.0,0.0,Maya,1.0,2.0,0.0,3.0,1.0,2.0,1.0,"Rhode Island Secretary of State's Website,Social Media,Religious/Community Organizations",I forgot to vote early or by mail,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1.0
20,100,101,True,8.0,2.0,0.0,,2.0,3.0,1.0,0.0,1.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1.0
21,100,89,True,6.0,4.0,1.0,,1.0,0.0,3.0,1.0,2.0,3.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
22,100,78,True,8.0,3.0,0.0,,0.0,1.0,3.0,3.0,2.0,2.0,2.0,Social Media,I prefer voting on election day,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0
23,100,92,True,6.0,1.0,0.0,,3.0,0.0,2.0,0.0,2.0,3.0,3.0,Social Media,I prefer voting on election day,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4.0
24,100,165,True,14.0,2.0,1.0,,4.0,1.0,1.0,2.0,2.0,2.0,2.0,"Social Media,Friends/Family","I prefer voting on election day,I forgot to vote early or by mail,Today was the best option for my schedule",4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0
25,100,114,True,7.0,4.0,0.0,"""pentecostal"" spanish survey",0.0,0.0,2.0,3.0,2.0,3.0,3.0,Religious/Community Organizations,I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0
26,100,108,True,9.0,4.0,0.0,,0.0,3.0,4.0,2.0,3.0,2.0,2.0,Friends/Family,I prefer voting on election day,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3.0
27,100,88,True,3.0,3.0,0.0,,0.0,0.0,2.0,1.0,2.0,3.0,2.0,"The Voter Information Handbook sent to my house,Friends/Family",Today was the best option for my schedule,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
28,100,87,True,1.0,1.0,0.0,,3.0,1.0,3.0,2.0,2.0,3.0,2.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house,Friends/Family","I forgot to vote early or by mail,Today was the best option for my schedule",4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0
29,100,159,True,3.0,0.0,0.0,,1.0,1.0,3.0,3.0,2.0,2.0,2.0,"Social Media,Friends/Family",I prefer voting on election day,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0
30,100,58,True,5.0,0.0,0.0,,1.0,1.0,3.0,3.0,2.0,2.0,1.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house,Social Media",I prefer voting on election day,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0
31,100,67,True,9.0,2.0,0.0,,1.0,3.0,3.0,1.0,2.0,3.0,3.0,Social Media,I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
32,100,87,True,1.0,2.0,0.0,,1.0,2.0,4.0,0.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,"I prefer voting on election day,I wanted to wait to learn more about the candidates,Today was the best option for my schedule",4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0
33,100,56,True,8.0,5.0,1.0,,0.0,3.0,3.0,3.0,2.0,3.0,3.0,,,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0
34,100,71,True,14.0,4.0,1.0,,2.0,1.0,3.0,2.0,2.0,3.0,1.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0
35,100,69,True,15.0,2.0,0.0,,2.0,2.0,3.0,2.0,2.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0
36,100,98,True,11.0,3.0,0.0,,2.0,0.0,2.0,3.0,2.0,2.0,2.0,Friends/Family,I prefer voting on election day,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0
37,100,59,True,7.0,3.0,0.0,,0.0,1.0,3.0,2.0,2.0,3.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0
38,100,242,True,11.0,4.0,0.0,,1.0,,3.0,3.0,2.0,2.0,2.0,Friends/Family,I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0
39,100,75,True,6.0,3.0,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,Friends/Family,I prefer voting on election day,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0
40,100,152,True,15.0,2.0,1.0,"Catholic, Protestant, and Athiest",3.0,3.0,4.0,1.0,2.0,2.0,1.0,"Social Media,Friends/Family","I prefer voting on election day,I do not trust mail-in voting,I wanted to wait to learn more about the candidates,Today was the best option for my schedule",1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,4.0
41,100,67,True,9.0,3.0,0.0,,1.0,0.0,2.0,2.0,1.0,2.0,2.0,"Social Media,Friends/Family",I prefer voting on election day,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0
42,100,82,True,9.0,4.0,0.0,,1.0,0.0,3.0,1.0,2.0,1.0,3.0,Social Media,I prefer voting on election day,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0
43,100,96,True,8.0,2.0,1.0,,2.0,0.0,3.0,1.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,211 Voter Hotline,Friends/Family",I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0
44,100,75,True,1.0,1.0,0.0,,2.0,3.0,3.0,1.0,1.0,3.0,3.0,The Voter Information Handbook sent to my house,"I prefer voting on election day,I forgot to vote early or by mail",4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0
45,100,97,True,6.0,2.0,0.0,,0.0,3.0,4.0,3.0,3.0,2.0,2.0,"Rhode Island Secretary of State's Website,Social Media","I prefer voting on election day,I wanted to wait to learn more about the candidates",3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0
46,100,180,True,12.0,4.0,0.0,,2.0,3.0,1.0,2.0,1.0,2.0,2.0,"The Voter Information Handbook sent to my house,Social Media,Friends/Family",,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4.0
47,100,84,True,5.0,2.0,1.0,Pagan,2.0,2.0,0.0,2.0,1.0,2.0,0.0,Social Media,"I prefer voting on election day,I do not trust mail-in voting,I wanted to wait to learn more about the candidates",3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1.0
48,100,94,True,3.0,4.0,0.0,,0.0,2.0,2.0,3.0,2.0,2.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3.0
49,100,227,True,12.0,2.0,0.0,,4.0,3.0,3.0,2.0,1.0,3.0,2.0,"211 Voter Hotline,The Voter Information Handbook sent to my house,Social Media","I prefer voting on election day,I forgot to vote early or by mail",3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0
50,100,77,True,14.0,4.0,1.0,,3.0,0.0,3.0,3.0,2.0,2.0,3.0,Social Media,I prefer voting on election day,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0
51,100,105,True,1.0,2.0,1.0,,3.0,2.0,1.0,3.0,1.0,2.0,3.0,Rhode Island Secretary of State's Website,Today was the best option for my schedule,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3.0
52,100,101,True,8.0,4.0,0.0,,3.0,3.0,3.0,1.0,1.0,3.0,3.0,Social Media,I prefer voting on election day,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4.0
53,100,52,True,7.0,5.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Social Media,I prefer voting on election day,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
54,100,138,True,14.0,2.0,1.0,,4.0,2.0,0.0,0.0,1.0,3.0,3.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house,Social Media,Friends/Family",Today was the best option for my schedule,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0
55,100,77,True,11.0,4.0,1.0,,0.0,2.0,2.0,3.0,0.0,1.0,2.0,Rhode Island Secretary of State's Website,I do not trust mail-in voting,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
56,100,76,True,15.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.0
57,100,136,True,3.0,1.0,0.0,,4.0,3.0,3.0,2.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,Today was the best option for my schedule,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0
58,100,66,True,8.0,4.0,0.0,,1.0,4.0,4.0,3.0,3.0,2.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0
59,100,54,True,5.0,1.0,0.0,,3.0,3.0,1.0,3.0,3.0,2.0,3.0,Rhode Island Secretary of State's Website,"I prefer voting on election day,I forgot to vote early or by mail,Today was the best option for my schedule",4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0
60,100,74,True,9.0,0.0,0.0,,1.0,0.0,2.0,0.0,2.0,2.0,2.0,"Social Media,Friends/Family",I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0
61,100,80,True,15.0,3.0,0.0,,4.0,1.0,1.0,1.0,1.0,2.0,2.0,"The Voter Information Handbook sent to my house,Social Media",I prefer voting on election day,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0
62,100,86,True,6.0,4.0,1.0,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,Social Media,I prefer voting on election day,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
63,100,103,True,11.0,4.0,,,1.0,3.0,1.0,2.0,1.0,3.0,3.0,Social Media,Today was the best option for my schedule,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0
64,100,79,True,12.0,2.0,1.0,,4.0,3.0,3.0,3.0,1.0,3.0,2.0,Social Media,I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
65,100,62,True,14.0,4.0,1.0,,3.0,0.0,3.0,2.0,2.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0
66,100,47,True,11.0,5.0,1.0,,,,3.0,3.0,2.0,3.0,3.0,,,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
67,100,86,True,1.0,0.0,0.0,,4.0,3.0,3.0,2.0,2.0,3.0,2.0,Friends/Family,Today was the best option for my schedule,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
68,100,77,True,3.0,2.0,0.0,,0.0,1.0,3.0,0.0,2.0,3.0,0.0,"Social Media,Friends/Family","I prefer voting on election day,I do not trust mail-in voting,I did not feel like I had all the information necessary to vote early or by mail",4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
69,100,56,True,7.0,4.0,0.0,,0.0,3.0,1.0,3.0,1.0,2.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0
70,100,90,True,9.0,1.0,1.0,,4.0,2.0,0.0,1.0,0.0,2.0,2.0,Rhode Island Secretary of State's Website,I did not feel like I had all the information necessary to vote early or by mail,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4.0
71,100,89,True,12.0,3.0,0.0,,,0.0,3.0,3.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I forgot to vote early or by mail,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3.0
72,100,113,True,6.0,2.0,0.0,,3.0,2.0,0.0,3.0,0.0,3.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.0
73,100,76,True,15.0,2.0,1.0,Christian,3.0,0.0,2.0,3.0,1.0,3.0,3.0,Friends/Family,I do not trust mail-in voting,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4.0
